Time, Ax, Ay, Az, Gx, Gy, Gz
2, -0.01538, 0.68262, 0.14111, -40.46631, -63.35449, -13.85498
10, 0.09937, 0.65393, 0.24084, -33.69141, -59.26514, -3.05176
20, 0.04517, 0.57422, 0.11145, -17.63916, -75.98877, 8.42285
29, 0.09363, 0.45471, 0.13086, -7.44629, -88.07373, 19.59229
39, 0.06140, 0.44946, 0.17139, -6.04248, -90.08789, 28.74756
48, 0.03699, 0.45398, 0.19861, -5.49316, -94.66553, 55.48096
56, 0.01379, 0.39490, 0.18823, -1.03760, -103.82080, 55.48096
64, -0.00476, 0.39709, 0.23364, 1.95312, -107.54395, 71.83838
73, 0.02417, 0.39185, 0.31946, 0.18311, -108.33740, 88.86719
82, 0.04114, 0.43481, 0.41443, -2.31934, -108.52051, 106.07910
91, -0.00647, 0.47791, 0.49341, -2.13623, -107.97119, 120.23926
99, -0.10144, 0.48291, 0.62842, 4.51660, -107.97119, 133.30078
108, -0.13696, 0.41113, 0.76733, 23.07129, -108.88672, 151.18408
117, -0.23108, 0.32703, 0.87378, 50.90332, -107.97119, 175.35400
126, -0.26208, 0.37109, 0.97827, 79.16260, -107.05566, 237.06055
135, -0.15991, 0.58801, 1.05518, 96.55762, -81.23779, 257.14111
144, 0.06592, 0.83911, 1.14111, 85.99854, -45.77637, 253.72314
152, 0.15259, 1.02307, 1.28772, 85.99854, -45.77637, 253.72314
161, 0.17224, 1.09338, 1.38672, 92.59033, 18.98193, 203.73535
169, 0.06995, 1.14783, 1.48743, 122.98584, 18.98193, 203.73535
177, -0.02869, 1.22241, 1.50220, 160.21729, 42.72461, 176.20850
185, -0.07410, 1.24194, 1.40930, 193.11523, 71.96045, 155.39551
193, -0.15173, 1.30054, 1.39270, 209.96094, 111.69434, 138.00049
201, -0.26184, 1.34070, 1.37292, 215.51514, 147.82715, 122.55859
209, -0.33411, 1.44006, 1.32068, 222.65625, 176.81885, 107.78809
217, -0.32092, 1.52161, 1.28369, 228.39355, 201.23291, 91.73584
225, -0.32007, 1.65076, 1.24915, 228.75977, 221.37451, 70.31250
233, -0.31897, 1.75989, 1.18823, 222.35107, 238.28125, 44.06738
241, -0.31116, 1.85388, 1.00696, 215.88135, 256.65283, 11.65771
249, -0.21777, 1.89014, 0.93225, 213.19580, 275.08545, -24.04785
257, -0.21777, 1.89014, 0.93225, 212.15820, 286.80420, -68.72559
265, -0.11389, 1.93091, 0.84241, 212.15820, 286.80420, -115.60059
273, -0.16724, 1.89062, 0.66772, 203.79639, 282.34863, -117.98096
281, -0.26770, 1.78625, 0.57935, 186.46240, 268.98193, -162.47559
289, -0.41992, 1.59802, 0.51477, 163.51318, 253.66211, -196.77734
297, -0.41541, 1.37720, 0.47131, 140.38086, 237.36572, -217.40723
305, -0.33276, 1.17883, 0.42322, 116.14990, 215.51514, -223.44971
313, -0.20947, 1.04492, 0.35828, 88.19580, 191.58936, -222.16797
321, -0.09448, 0.98621, 0.31128, 56.82373, 167.29736, -219.54346
329, 0.02905, 0.93323, 0.29333, 28.38135, 144.28711, -217.10205
337, 0.14124, 0.88147, 0.21692, 7.14111, 120.48340, -219.36035
345, 0.15747, 0.84253, 0.11890, -9.64355, 97.22900, -226.62354
353, 0.15747, 0.74878, 0.00037, -26.79443, 72.08252, -237.36572
361, -0.07520, 0.73437, 0.00037, -42.41943, 41.68701, -239.19678
369, -0.22131, 0.48901, -0.07849, -42.66357, 41.68701, -239.19678
377, -0.23389, 0.23938, -0.12463, -59.20410, 12.45117, -222.35107
385, -0.21338, 0.05017, -0.18555, -80.07813, -12.93945, -190.91797
393, -0.24097, -0.07141, -0.22791, -107.17773, -38.87939, -153.93066
402, -0.21558, -0.16785, -0.24133, -136.29150, -65.61279, -111.51123
411, -0.12842, -0.28320, -0.23206, -161.31592, -98.81592, -64.88037
423, -0.15356, -0.39246, -0.06311, -190.73486, -186.15723, 14.40430
432, -0.22461, -0.45154, 0.06750, -195.06836, -235.71777, 52.00195
441, -0.28723, -0.50488, 0.21423, -199.09668, -280.88379, 92.34619
449, -0.38159, -0.42566, 0.35791, -207.76367, -321.10596, 133.30078
458, -0.25244, -0.22693, 0.51306, -234.61914, -347.96143, 170.77637
467, -0.25977, -0.04395, 0.69531, -277.09961, -353.75977, 197.20459
475, -0.32495, 0.11328, 0.92603, -320.00732, -348.57178, 212.21924
484, -0.38000, 0.29102, 1.16125, -354.73633, -331.11572, 226.25732
493, -0.43628, 0.41394, 1.35864, -375.36621, -301.08643, 241.88232
501, -0.50659, 0.58545, 1.57373, -378.54004, -263.61084, 257.69043
510, -0.46948, 0.79602, 1.80176, -360.22949, -220.82520, 273.25439
519, -0.40173, 1.00818, 2.02881, -315.85693, -170.04395, 281.25000
528, -0.38660, 1.10535, 2.17224, -240.17334, -111.99951, 274.10889
537, -0.40222, 1.20435, 2.24219, -144.16504, -52.49023, 258.05664
546, -0.40588, 1.30835, 2.21362, -45.59326, 17.27295, 238.70850
556, -0.50793, 1.38745, 2.04895, 45.41016, 95.82520, 214.59961
564, -0.65796, 1.47986, 1.82629, 121.21582, 172.60742, 189.08691
572, -0.74426, 1.55286, 1.61682, 176.33057, 239.31885, 166.32080
581, -0.79565, 1.57458, 1.48584, 207.45850, 299.25537, 145.26367
590, -0.86865, 1.58374, 1.39941, 220.39795, 357.11670, 122.98584
598, -0.89673, 1.60669, 1.38220, 224.18213, 409.48486, 98.75488
607, -0.82593, 1.65076, 1.32202, 227.66113, 451.04980, 71.83838
616, -0.79480, 1.80408, 1.20850, 236.26709, 469.42139, 37.84180
625, -0.59045, 1.97327, 1.02197, 254.39453, 461.60889, -3.47900
635, -0.39990, 2.05066, 0.71143, 271.97266, 432.98340, -53.03955
643, -0.26123, 2.05945, 0.45020, 263.91602, 401.85547, -107.84912
652, -0.18384, 1.97607, 0.27783, 226.68457, 374.14551, -162.41455
661, -0.17969, 1.83032, 0.17859, 178.95508, 337.15820, -213.13477
670, -0.26501, 1.59778, 0.09863, 137.14600, 283.99658, -253.72314
679, -0.53503, 1.37891, 0.04956, 98.81592, 225.28076, -279.35791
688, -0.38940, 1.06873, 0.08496, 59.44824, 183.95996, -282.89795
696, -0.27649, 0.90405, 0.12915, 13.97705, 149.59717, -271.24023
705, -0.15479, 0.84680, 0.15601, -25.39063, 123.90137, -260.74219
713, -0.05847, 0.82532, 0.18530, -54.50439, 101.68457, -256.95801
722, -0.02393, 0.80151, 0.17114, -71.96045, 81.05469, -260.13184
731, -0.25854, 0.67468, 0.05383, -82.45850, 57.86133, -267.27295
740, -0.31287, 0.38184, 0.10388, -93.01758, 27.95410, -267.88330
749, -0.33179, 0.22290, 0.11975, -101.44043, 4.02832, -251.77002
758, -0.27515, 0.06201, 0.06665, -104.49219, -17.33398, -221.92383
766, -0.21582, -0.07959, -0.00208, -110.71777, -41.62598, -185.18066
774, -0.16248, -0.15552, -0.02625, -125.42725, -66.83350, -149.41406
783, -0.15491, -0.25757, 0.01489, -143.73779, -91.67480, -115.96680
792, -0.17529, -0.36755, 0.01379, -158.26416, -120.78857, -79.71191
800, -0.20190, -0.44897, 0.05627, -174.62158, -154.05273, -39.36768
809, -0.20081, -0.50415, 0.13013, -195.61768, -187.50000, 0.67139
818, -0.34033, -0.51807, 0.15881, -221.92383, -218.32275, 41.50391
827, -0.39331, -0.45923, 0.29675, -254.82178, -246.76514, 87.58545
836, -0.38269, -0.31311, 0.52356, -288.02490, -269.10400, 131.59180
844, -0.37439, -0.19910, 0.73450, -312.43896, -284.30176, 168.57910
853, -0.36951, -0.03284, 0.95959, -326.04980, -294.00635, 196.71631
862, -0.41187, 0.11572, 1.14343, -331.29883, -292.84668, 217.22412
871, -0.43018, 0.23804, 1.34473, -329.46777, -277.70996, 236.02295
879, -0.27588, 0.36792, 1.43677, -317.01660, -252.19727, 252.19727
887, -0.46289, 0.66235, 1.70203, -290.52734, -213.86719, 259.21631
895, -0.37061, 0.68787, 1.79053, -244.68994, -176.20850, 263.36670
904, -0.39148, 0.79810, 1.86853, -188.72070, -130.43213, 264.52637
913, -0.41003, 0.97131, 1.95569, -126.89209, -80.68848, 261.10840
922, -0.41138, 1.09070, 1.94873, -55.35889, -29.60205, 254.39453
930, -0.44971, 1.20349, 1.85327, 18.12744, 19.22607, 242.18750
938, -0.50488, 1.29614, 1.73328, 81.90918, 66.34521, 226.37939
947, -0.55786, 1.38123, 1.59216, 129.33350, 114.56299, 209.89990
955, -0.59326, 1.45166, 1.46069, 162.71973, 160.27832, 191.77246
964, -0.60510, 1.50696, 1.41040, 182.06787, 199.34082, 171.44775
972, -0.63257, 1.55615, 1.41968, 188.72070, 243.34717, 148.74268
981, -0.66736, 1.62427, 1.49390, 190.06348, 294.61670, 123.96240
990, -0.69556, 1.68176, 1.52307, 196.77734, 344.90967, 95.64209
998, -0.67444, 1.74963, 1.46484, 212.46338, 385.86426, 63.78174
1006, -0.60742, 1.85120, 1.29187, 233.70361, 407.71484, 28.25928
1015, -0.36206, 1.90942, 1.03564, 254.57764, 405.94482, -11.04736
1024, -0.26135, 1.94641, 0.72742, 264.03809, 383.42285, -55.84717
1032, -0.17676, 1.90906, 0.46313, 248.22998, 357.84912, -105.52979
1040, -0.17017, 1.75671, 0.30383, 209.65576, 328.36914, -152.34375
1048, -0.17017, 1.75671, 0.21008, 164.48975, 289.24561, -192.32178
1056, -0.18689, 1.54590, 0.20374, 164.48975, 241.88232, -223.02246
1064, -0.21948, 1.31750, 0.17102, 122.92480, 241.88232, -223.02246
1073, -0.25818, 1.06567, 0.14819, 84.77783, 193.78662, -241.39404
1081, -0.30444, 0.84863, 0.15125, 44.86084, 153.56445, -246.15479
1090, -0.33948, 0.71265, 0.21484, 6.71387, 124.14551, -243.10303
1099, -0.25317, 0.60107, 0.20215, -20.26367, 104.00391, -231.68945
1108, -0.22742, 0.51733, 0.14514, -41.50391, 85.51025, -211.24268
1116, -0.17297, 0.43835, 0.06567, -59.63135, 67.32178, -211.24268
1124, -0.15063, 0.36914, -0.06055, -75.74463, 48.58398, -200.13428
1134, -0.14404, 0.27881, -0.18420, -93.13965, 23.86475, -173.33984
1143, -0.12439, 0.16345, -0.25952, -127.19727, -43.45703, -156.00586
1152, -0.19885, 0.02563, -0.33057, -153.74756, -82.82471, -134.15527
1160, -0.25195, -0.14185, -0.30249, -153.74756, -82.82471, -102.60010
1169, -0.31128, -0.29150, -0.25085, -181.09131, -152.52686, -61.88965
1178, -0.38892, -0.39978, -0.16467, -231.38428, -189.88037, -14.70947
1187, -0.44556, -0.47424, 0.09583, -247.49756, -226.74561, 36.01074
1196, -0.59033, -0.47266, 0.28125, -257.50732, -260.55908, 87.34131
1205, -0.63452, -0.39221, 0.44104, -261.47461, -293.94531, 136.16943
1214, -0.61475, -0.22229, 0.59680, -267.39502, -325.19531, 180.17578
1223, -0.55005, -0.02344, 0.79260, -280.70068, -344.05518, 214.17236
1232, -0.53027, 0.20215, 0.99109, -298.33984, -346.61865, 236.32812
1241, -0.47046, 0.40125, 1.21045, -318.35937, -330.07812, 249.14551
1249, -0.44873, 0.59619, 1.45911, -332.03125, -297.91260, 254.94385
1258, -0.43762, 0.74353, 1.67334, -329.77295, -252.56348, 255.43213
1267, -0.48059, 0.85950, 1.88647, -301.69678, -201.41602, 252.68555
1276, -0.50366, 0.98682, 2.12378, -244.38477, -151.97754, 247.13135
1285, -0.53784, 1.05518, 2.24414, -159.11865, -101.56250, 237.85400
1294, -0.63757, 1.08923, 2.26123, -57.55615, -45.53223, 224.79248
1303, -0.70959, 1.16602, 2.15112, 41.25977, 15.38086, 212.95166
1311, -0.75598, 1.27295, 1.97302, 124.93896, 83.19092, 203.97949
1319, -0.78943, 1.38623, 1.78174, 187.43896, 150.14648, 193.78662
1327, -0.80542, 1.46948, 1.58691, 235.04639, 208.43506, 179.26025
1335, -0.83667, 1.49902, 1.43445, 266.11328, 252.86865, 159.24072
1343, -0.82117, 1.49902, 1.43445, 274.23096, 296.99707, 138.73291
1351, -0.84680, 1.47351, 1.33215, 274.23096, 296.99707, 138.73291
1359, -0.87402, 1.46436, 1.30444, 263.18359, 344.90967, 116.82129
1367, -0.84766, 1.48157, 1.31531, 245.42236, 390.74707, 94.23828
1375, -0.76733, 1.52649, 1.28979, 234.49707, 427.24609, 68.72559
1383, -0.62427, 1.64258, 1.20264, 241.14990, 437.50000, 35.33936
1391, -0.48291, 1.72705, 0.96436, 261.29150, 414.91699, -3.78418
1399, -0.33167, 1.74377, 0.71277, 271.48437, 381.10352, -45.83740
1407, -0.22095, 1.68848, 0.47827, 253.72314, 355.10254, -88.43994
1415, -0.13074, 1.60730, 0.32971, 212.28027, 331.60400, -131.34766
1423, -0.08716, 1.47900, 0.25244, 162.53662, 300.23193, -175.29297
1431, -0.13953, 1.31384, 0.20020, 115.66162, 260.68115, -217.46826
1439, -0.13953, 1.31384, 0.20020, 72.44873, 218.07861, -251.03760
1447, -0.22363, 1.10547, 0.20532, 72.44873, 174.80469, -272.58301
1455, -0.33032, 0.89172, 0.24292, 34.85107, 174.80469, -272.58301
1463, -0.38464, 0.68884, 0.33350, 2.56348, 139.70947, -281.37207
1471, -0.39502, 0.54333, 0.35156, -19.16504, 116.27197, -277.95410
1479, -0.30713, 0.48608, 0.28418, -34.54590, 97.16797, -266.96777
1487, -0.19739, 0.45825, 0.12830, -50.96436, 78.61328, -255.12695
1495, -0.13049, 0.43823, 0.06128, -73.54736, 56.70166, -249.81689
1503, -0.08984, 0.40527, 0.03467, -94.72656, 30.15137, -248.47412
1511, -0.16711, 0.32141, -0.03833, -109.80225, -0.36621, -246.64307
1520, -0.24695, 0.15601, -0.07410, -125.06104, -37.96387, -240.47852
1528, -0.35974, -0.04358, -0.08276, -143.12744, -78.55225, -224.85352
1537, -0.42285, -0.23682, -0.06140, -166.99219, -116.14990, -197.26562
1546, -0.46509, -0.39209, -0.00183, -196.22803, -150.14648, -159.24072
1554, -0.48718, -0.48999, 0.11731, -229.12598, -179.74854, -115.29541
1563, -0.53735, -0.53101, 0.28955, -259.09424, -203.61328, -67.38281
1572, -0.58105, -0.53809, 0.48877, -277.77100, -228.51562, -17.45605
1581, -0.64832, -0.53040, 0.66370, -280.45654, -255.67627, 31.79932
1589, -0.66016, -0.45349, 0.85425, -273.43750, -282.83691, 79.83398
1598, -0.63037, -0.36169, 1.01770, -266.17432, -300.53711, 121.70410
1610, -0.58899, -0.21814, 1.24292, -264.28223, -299.19434, 156.79932
1619, -0.43103, -0.06396, 1.44189, -267.08984, -280.70068, 185.30273
1627, -0.35046, 0.11523, 1.57800, -267.82227, -243.59131, 201.35498
1636, -0.30652, 0.27234, 1.65955, -266.90674, -193.48145, 209.59473
1645, -0.33081, 0.37793, 1.67566, -259.70459, -142.94434, 215.02686
1654, -0.42114, 0.48523, 1.69873, -236.69434, -101.31836, 218.07861
1663, -0.48474, 0.56152, 1.75293, -191.58936, -72.50977, 222.65625
1671, -0.51038, 0.64990, 1.76904, -130.12695, -50.10986, 228.14941
1680, -0.49597, 0.79443, 1.77368, -65.97900, -23.68164, 229.91943
1689, -0.47437, 0.93860, 1.75769, -9.88770, 11.29150, 226.74561
1697, -0.48120, 1.09680, 1.72876, 37.84180, 54.56543, 217.46826
1705, -0.46729, 1.24561, 1.70215, 79.40674, 100.28076, 203.55225
1713, -0.48560, 1.34033, 1.67139, 116.33301, 146.48437, 183.04443
1721, -0.55957, 1.39661, 1.64038, 148.31543, 193.54248, 156.73828
1729, -0.64343, 1.42773, 1.64172, 173.46191, 242.85889, 131.83594
1737, -0.68677, 1.44458, 1.63159, 193.35937, 292.48047, 109.13086
1745, -0.73767, 1.42590, 1.56946, 208.86230, 342.22412, 87.15820
1753, -0.74402, 1.42761, 1.53149, 218.01758, 389.28223, 65.67383
1761, -0.72485, 1.43518, 1.44348, 226.37939, 428.58887, 42.35840
1769, -0.72485, 1.43518, 1.44348, 238.58643, 447.32666, 16.60156
1777, -0.63110, 1.44580, 1.27515, 238.58643, 447.32666, -9.88770
1786, -0.48413, 1.49634, 1.02405, 253.35693, 399.65820, -38.14697
1795, -0.29456, 1.51013, 0.71533, 254.76074, 356.99463, -70.31250
1803, -0.11292, 1.43958, 0.42639, 254.76074, 356.99463, -104.43115
1812, 0.02087, 1.35278, 0.17871, 221.80176, 280.63965, -137.45117
1820, 0.12610, 1.22375, 0.08569, 164.06250, 280.63965, -137.45117
1829, 0.14453, 1.08997, 0.08643, 104.30908, 244.62891, -171.99707
1837, 0.09229, 0.94006, 0.13159, 56.88477, 202.39258, -206.11572
1846, 0.01270, 0.77954, 0.16272, 21.17920, 159.91211, -233.64258
1855, -0.04102, 0.60400, 0.17810, -9.76562, 124.75586, -250.61035
1864, -0.10168, 0.46216, 0.17676, -38.81836, 84.16748, -260.98633
1873, -0.15308, 0.35059, 0.16748, -86.97510, 55.96924, -255.06592
1881, -0.16418, 0.24072, 0.11035, -86.97510, 55.96924, -255.06592
1889, -0.15881, 0.14465, 0.02795, -103.33252, 29.41895, -243.16406
1898, -0.17212, 0.06445, -0.06665, -119.99512, -1.89209, -229.49219
1907, -0.19189, -0.03821, -0.13965, -139.52637, -36.92627, -213.98926
1916, -0.25366, -0.15710, -0.15771, -164.30664, -75.92773, -170.41016
1925, -0.34265, -0.29761, -0.10889, -194.58008, -152.46582, -137.51221
1934, -0.37659, -0.40613, -0.02271, -260.25391, -182.92236, -98.63281
1943, -0.42981, -0.47424, 0.27197, -291.13770, -210.02197, -55.41992
1952, -0.55249, -0.51282, 0.43127, -308.41064, -237.85400, -10.86426
1961, -0.64136, -0.50867, 0.61951, -312.13379, -268.79883, 33.81348
1970, -0.75867, -0.50452, 0.78247, -305.29785, -297.05811, 80.93262
1979, -0.83081, -0.44971, 0.98706, -291.80908, -316.65039, 129.02832
1988, -0.91101, -0.37415, 1.11963, -274.41406, -325.80566, 176.08643
1997, -0.86963, -0.21826, 1.34814, -264.58740, -321.53320, 220.27588
2005, -0.63794, 0.03711, 1.56897, -265.31982, -298.70605, 253.35693
2014, -0.36707, 0.33411, 1.71326, -276.42822, -250.42725, 270.93506
2023, -0.15198, 0.59570, 1.84741, -289.18457, -175.84229, 271.66748
2032, -0.14490, 0.88208, 2.02771, -276.91650, -105.77393, 252.19727
2041, -0.20105, 1.11060, 2.07898, -221.55762, -64.27002, 225.28076
2050, -0.24316, 1.17285, 2.09656, -133.66699, -43.76221, 199.58496
2059, -0.35779, 1.14832, 2.00525, -39.97803, -20.50781, 174.13330
2068, -0.53174, 1.14490, 1.87073, 38.87939, 17.57813, 152.28271
2076, -0.65588, 1.19055, 1.75891, 98.14453, 65.06348, 140.86914
2085, -0.67578, 1.25745, 1.69641, 143.24951, 112.48779, 136.71875
2094, -0.64612, 1.33411, 1.57202, 181.39648, 152.95410, 129.82178
2102, -0.58398, 1.40161, 1.40906, 207.58057, 185.72998, 117.12646
2111, -0.49109, 1.46167, 1.28650, 214.23340, 218.68896, 99.91455
2119, -0.43359, 1.51501, 1.27808, 204.52881, 255.67627, 76.29395
2128, -0.40808, 1.52466, 1.31738, 195.98389, 296.02051, 47.48535
2136, -0.39258, 1.53821, 1.31238, 196.41113, 331.11572, 13.85498
2145, -0.43848, 1.51343, 1.22778, 203.12500, 358.09326, -21.05713
2153, -0.45227, 1.46021, 1.12158, 210.44922, 375.91553, -55.05371
2162, -0.44739, 1.40784, 0.97729, 217.10205, 381.46973, -84.71680
2171, -0.40320, 1.34717, 0.77063, 221.13037, 368.10303, -108.39844
2179, -0.34070, 1.23730, 0.53040, 217.46826, 337.70752, -126.52588
2187, -0.24194, 1.12158, 0.35535, 198.85254, 301.81885, -141.78467
2196, -0.17188, 0.99792, 0.28662, 167.90771, 266.90674, -156.31104
2204, -0.07813, 0.89783, 0.32642, 132.14111, 235.47363, -170.10498
2212, -0.07397, 0.89783, 0.32642, 100.34180, 210.44922, -184.38721
2220, -0.01123, 0.82336, 0.40088, 100.34180, 210.44922, -184.38721
2229, 0.01306, 0.77820, 0.49268, 76.78223, 179.07715, -215.94238
2238, -0.01636, 0.69946, 0.50122, 59.08203, 164.36768, -226.13525
2247, -0.12524, 0.59583, 0.43018, 53.46680, 138.00049, -227.35596
2256, -0.21228, 0.20911, 0.25488, 46.44775, 108.88672, -216.43066
2265, -0.27332, -0.01501, 0.10583, 37.29248, 79.71191, -195.92285
2273, -0.27332, -0.01501, 0.10583, 16.66260, 53.95508, -168.15186
2282, -0.25037, -0.29370, -0.14844, -15.62500, 27.95410, -136.29150
2292, -0.08594, -0.35535, -0.23755, -54.32129, 0.48828, -103.14941
2302, -0.04395, -0.37878, -0.22375, -94.36035, -29.23584, -71.77734
2312, -0.00793, -0.42590, -0.16504, -130.49316, -66.65039, -43.94531
2322, 0.00000, -0.48120, -0.09680, -165.46631, -105.28564, -19.04297
2331, -0.00024, -0.48889, -0.00183, -198.97461, -136.84082, 4.27246
2339, -0.01379, -0.46448, 0.18140, -228.75977, -166.74805, 27.09961
2349, -0.07434, -0.45264, 0.38025, -245.48340, -200.19531, 50.78125
2357, -0.13965, -0.52393, 0.51172, -247.61963, -237.73193, 72.99805
2366, -0.25342, -0.52344, 0.62646, -246.21582, -272.03369, 93.20068
2375, -0.43579, -0.48389, 0.79614, -247.19238, -299.80469, 115.05127
2384, -0.48950, -0.41125, 0.97241, -243.89648, -321.47217, 143.43262
2392, -0.46106, -0.26514, 1.11133, -239.19678, -335.81543, 173.15674
2401, -0.44299, -0.09436, 1.21692, -234.13086, -335.93750, 195.25146
2409, -0.37793, 0.05115, 1.36389, -235.71777, -319.15283, 210.14404
2417, -0.34570, 0.22754, 1.52087, -241.08887, -285.52246, 218.93311
2425, -0.25793, 0.40125, 1.71875, -242.49268, -241.27197, 222.96143
2433, -0.27905, 0.49182, 1.82495, -229.24805, -192.68799, 220.70312
2441, -0.37402, 0.55481, 1.87866, -203.55225, -142.94434, 214.53857
2449, -0.47314, 0.61462, 1.93323, -170.10498, -98.08350, 212.15820
2457, -0.52026, 0.71130, 1.96802, -127.68555, -54.80957, 214.23340
2465, -0.53406, 0.84668, 1.95789, -73.66943, -12.39014, 215.57617
2473, -0.53406, 0.84668, 1.89539, -15.74707, 27.22168, 212.21924
2481, -0.52698, 0.98987, 1.88721, -15.74707, 74.09668, 201.78223
2489, -0.53918, 1.13367, 1.80249, 36.56006, 66.16211, 201.78223
2497, -0.54993, 1.23450, 1.68225, 78.91846, 105.95703, 185.72998
2505, -0.59570, 1.31995, 1.58533, 111.32813, 147.39990, 166.19873
2513, -0.62305, 1.37671, 1.51343, 137.45117, 184.87549, 145.32471
2521, -0.62451, 1.41772, 1.41650, 154.84619, 219.48242, 123.41309
2529, -0.65845, 1.43835, 1.39026, 157.71484, 260.00977, 100.52490
2537, -0.70068, 1.45020, 1.37097, 153.19824, 306.33545, 76.35498
2545, -0.73682, 1.45764, 1.30652, 151.91650, 349.24316, 51.75781
2553, -0.70703, 1.45618, 1.18982, 154.60205, 379.88281, 26.06201
2561, -0.62781, 1.48865, 1.02454, 161.07178, 389.77051, -1.52588
2569, -0.51501, 1.49951, 0.79053, 171.63086, 372.68066, -31.61621
2578, -0.37476, 1.45691, 0.49890, 180.96924, 335.81543, -64.08691
2587, -0.25342, 1.34900, 0.23047, 171.44775, 294.06738, -97.59521
2596, -0.16602, 1.20166, 0.04102, 135.19287, 258.17871, -128.84521
2606, -0.12854, 1.05383, -0.01514, 80.26123, 226.62354, -158.32520
2616, -0.13245, 0.90747, 0.02686, 26.36719, 194.51904, -185.11963
2625, -0.15479, 0.79346, 0.09119, -13.79395, 163.14697, -206.97021
2634, -0.22217, 0.64001, 0.10706, -41.07666, 134.88770, -223.20557
2643, -0.28088, 0.49109, 0.14294, -60.36377, 109.19189, -233.15430
2652, -0.32373, 0.35193, 0.20972, -70.49561, 88.43994, -235.04639
2660, -0.29675, 0.16577, 0.15137, -66.95557, 68.48145, -226.25732
2669, -0.19141, 0.02808, 0.07458, -59.93652, 47.05811, -210.81543
2678, -0.11670, -0.05029, -0.01697, -57.80029, 25.87891, -198.12012
2687, 0.03088, -0.13684, -0.10291, -59.50928, 2.92969, -189.02588
2696, 0.12988, -0.25586, -0.19348, -67.74902, -26.61133, -184.69238
2705, 0.05029, -0.37183, -0.23230, -84.22852, -65.91797, -184.26514
2714, -0.11438, -0.57898, -0.20935, -106.50635, -111.08398, -182.86133
2723, -0.29041, -0.82947, -0.07654, -132.44629, -159.30176, -169.06738
2731, -0.45801, -1.06384, 0.11462, -158.02002, -203.18604, -136.84082
2740, -0.51733, -1.23755, 0.27893, -181.21338, -244.93408, -87.15820
2749, -0.61365, -1.24707, 0.41943, -205.32227, -284.66797, -26.00098
2758, -0.79956, -1.04187, 0.62817, -229.00391, -319.94629, 33.44727
2767, -0.66785, -0.92236, 0.82617, -246.03271, -340.02686, 86.05957
2776, -0.62488, -0.67761, 1.12732, -262.75635, -346.86279, 130.31006
2785, -0.58838, -0.41174, 1.47961, -275.57373, -336.42578, 185.66895
2794, -0.50098, -0.16626, 1.83313, -260.07080, -260.19287, 201.72119
2803, -0.38440, 0.06506, 2.11462, -232.84912, -196.22803, 207.70264
2812, -0.32703, 0.44397, 2.58655, -182.73926, -124.02344, 208.31299
2821, -0.46533, 0.57520, 2.60059, -106.38428, -56.27441, 204.58984
2830, -0.53113, 0.69202, 2.50378, -15.19775, -3.78418, 201.04980
2839, -0.59680, 0.79639, 2.26428, 73.24219, 37.04834, 200.13428
2847, -0.60803, 0.92187, 2.00000, 138.67187, 73.97461, 198.73047
2855, -0.60803, 0.92187, 2.00000, 172.36328, 108.21533, 196.41113
2863, -0.57727, 1.07056, 1.77551, 172.36328, 108.21533, 196.41113
2872, -0.47803, 1.22180, 1.62500, 181.64062, 168.39600, 171.75293
2880, -0.39905, 1.37195, 1.54114, 173.21777, 163.69629, 171.75293
2888, -0.34412, 1.47229, 1.52454, 153.68652, 194.94629, 145.14160
2897, -0.35864, 1.51477, 1.55225, 133.97217, 229.24805, 111.63330
2905, -0.42517, 1.51367, 1.58765, 124.14551, 263.73291, 76.72119
2914, -0.49011, 1.47827, 1.59839, 125.91553, 295.59326, 43.88428
2922, -0.52698, 1.43713, 1.52649, 138.61084, 322.38770, 16.11328
2930, -0.53284, 1.36243, 1.38013, 151.36719, 340.02686, -7.38525
2938, -0.51184, 1.30127, 1.21643, 155.21240, 349.60937, -27.40479
2946, -0.40710, 1.28125, 1.01660, 153.38135, 348.20557, -44.18945
2955, -0.26685, 1.28516, 0.81409, 151.00098, 328.73535, -62.50000
2965, -0.11560, 1.24866, 0.60071, 148.01025, 294.12842, -86.79199
2975, 0.02930, 1.16626, 0.40186, 136.41357, 259.03320, -114.80713
2983, 0.10461, 1.07764, 0.26172, 108.15430, 231.68945, -146.78955
2992, 0.08533, 0.98328, 0.17700, 71.22803, 207.15332, -180.29785
3001, 0.05359, 0.87207, 0.13477, 34.30176, 181.39648, -211.30371
3011, -0.01611, 0.74878, 0.11780, 3.90625, 139.95361, -259.70459
3020, -0.16821, 0.55701, 0.08472, -29.54102, 97.47314, -271.05713
3029, -0.25110, 0.31909, 0.04919, -42.60254, 70.67871, -271.24023
3038, -0.33325, -0.07532, -0.06677, -57.92236, 44.43359, -261.23047
3047, -0.27576, -0.20203, -0.17017, -73.18115, 17.15088, -242.55371
3056, -0.17944, -0.28943, -0.28735, -90.88135, -13.12256, -220.82520
3065, -0.14734, -0.34668, -0.32263, -115.84473, -46.99707, -202.69775
3074, -0.13000, -0.42664, -0.29236, -142.63916, -85.14404, -186.82861
3083, -0.14478, -0.50391, -0.24194, -167.84668, -126.83105, -171.08154
3092, -0.27417, -0.60217, -0.11279, -193.23730, -170.04395, -155.39551
3101, -0.38074, -0.72803, 0.10571, -216.43066, -213.13477, -135.19287
